,pokedex_number,name,generation,status,species,type_number,type_1,type_2,height_m,weight_kg,abilities_number,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,growth_rate,egg_type_number,egg_type_1,egg_type_2,percentage_male,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
885,759,Stufful,7,Normal,Flailing Pokémon,2,Normal,Fighting,0.5,6.8,3,Fluffy,Klutz,Cute Charm,340.0,70.0,75.0,50.0,45.0,50.0,50.0,140.0,70.0,68.0,Medium Fast,1,Field,,50.0,15.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.5,0.5,0.0,1.0,0.5,1.0,2.0
886,760,Bewear,7,Normal,Strong Arm Pokémon,2,Normal,Fighting,2.1,135.0,3,Fluffy,Klutz,Unnerve,500.0,120.0,125.0,80.0,55.0,60.0,60.0,70.0,70.0,175.0,Medium Fast,1,Field,,50.0,15.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.5,0.5,0.0,1.0,0.5,1.0,2.0
887,761,Bounsweet,7,Normal,Fruit Pokémon,1,Grass,,0.3,3.2,3,Leaf Guard,Oblivious,Sweet Veil,210.0,42.0,30.0,38.0,30.0,38.0,32.0,235.0,70.0,42.0,Medium Slow,1,Grass,,0.0,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
888,762,Steenee,7,Normal,Fruit Pokémon,1,Grass,,0.7,8.2,3,Leaf Guard,Oblivious,Sweet Veil,290.0,52.0,40.0,48.0,40.0,48.0,62.0,120.0,70.0,102.0,Medium Slow,1,Grass,,0.0,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
889,763,Tsareena,7,Normal,Fruit Pokémon,1,Grass,,1.2,21.4,3,Leaf Guard,Queenly Majesty,Sweet Veil,510.0,72.0,120.0,98.0,50.0,98.0,72.0,45.0,70.0,230.0,Medium Slow,1,Grass,,0.0,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
890,764,Comfey,7,Normal,Posy Picker Pokémon,1,Fairy,,0.1,0.3,3,Flower Veil,Triage,Natural Cure,485.0,51.0,52.0,90.0,82.0,110.0,100.0,60.0,70.0,170.0,Fast,1,Grass,,25.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
891,765,Oranguru,7,Normal,Sage Pokémon,2,Normal,Psychic,1.5,76.0,3,Inner Focus,Telepathy,Symbiosis,490.0,90.0,60.0,80.0,90.0,110.0,60.0,45.0,70.0,172.0,Slow,1,Field,,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.0,1.0,2.0,1.0,1.0
892,766,Passimian,7,Normal,Teamwork Pokémon,1,Fighting,,2.0,82.8,2,Receiver,,Defiant,490.0,100.0,120.0,90.0,40.0,60.0,80.0,45.0,70.0,172.0,Slow,1,Field,,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
893,767,Wimpod,7,Normal,Turn Tail Pokémon,2,Bug,Water,0.5,12.0,1,Wimp Out,,,230.0,25.0,35.0,40.0,20.0,30.0,80.0,90.0,70.0,46.0,Medium Fast,2,Bug,Water 3,50.0,20.0,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
894,768,Golisopod,7,Normal,Hard Scale Pokémon,2,Bug,Water,2.0,108.0,1,Emergency Exit,,,530.0,75.0,125.0,140.0,60.0,90.0,40.0,45.0,70.0,186.0,Medium Fast,2,Bug,Water 3,50.0,20.0,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
895,769,Sandygast,7,Normal,Sand Heap Pokémon,2,Ghost,Ground,0.5,70.0,2,Water Compaction,,Sand Veil,320.0,55.0,55.0,80.0,70.0,45.0,15.0,140.0,70.0,64.0,Medium Fast,1,Amorphous,,50.0,15.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.25,1.0,1.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0
896,770,Palossand,7,Normal,Sand Castle Pokémon,2,Ghost,Ground,1.3,250.0,2,Water Compaction,,Sand Veil,480.0,85.0,75.0,110.0,100.0,75.0,35.0,60.0,70.0,168.0,Medium Fast,1,Amorphous,,50.0,15.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.25,1.0,1.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0
897,771,Pyukumuku,7,Normal,Sea Cucumber Pokémon,1,Water,,0.3,1.2,2,Innards Out,,Unaware,410.0,55.0,60.0,130.0,30.0,130.0,5.0,60.0,70.0,144.0,Fast,1,Water 1,,50.0,15.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
898,772,Type: Null,7,Sub Legendary,Synthetic Pokémon,1,Normal,,1.9,120.5,1,Battle Armor,,,534.0,95.0,95.0,95.0,95.0,95.0,59.0,3.0,0.0,107.0,Slow,1,Undiscovered,,55.00315656565657,120.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
899,773,Silvally,7,Sub Legendary,Synthetic Pokémon,1,Normal,,2.3,100.5,1,RKS System,,,570.0,95.0,95.0,95.0,95.0,95.0,95.0,3.0,0.0,257.0,Slow,1,Undiscovered,,55.00315656565657,120.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
900,774,Minior Meteor Form,7,Normal,Meteor Pokémon,2,Rock,Flying,0.3,40.0,1,Shields Down,,,440.0,60.0,60.0,100.0,60.0,100.0,60.0,30.0,70.0,154.0,Medium Slow,1,Mineral,,55.00315656565657,25.0,0.5,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0
901,774,Minior Core Form,7,Normal,Meteor Pokémon,2,Rock,Flying,0.3,0.3,1,Shields Down,,,500.0,60.0,100.0,60.0,100.0,60.0,120.0,30.0,70.0,175.0,Medium Slow,1,Mineral,,55.00315656565657,25.0,0.5,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0
902,775,Komala,7,Normal,Drowsing Pokémon,1,Normal,,0.4,19.9,1,Comatose,,,480.0,65.0,115.0,65.0,75.0,95.0,65.0,45.0,70.0,168.0,Slow,1,Field,,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
903,776,Turtonator,7,Normal,Blast Turtle Pokémon,2,Fire,Dragon,2.0,212.0,1,Shell Armor,,,485.0,60.0,78.0,135.0,91.0,85.0,36.0,70.0,70.0,170.0,Medium Fast,2,Dragon,Monster,50.0,20.0,1.0,0.25,1.0,0.5,0.25,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,1.0
904,777,Togedemaru,7,Normal,Roly-Poly Pokémon,2,Electric,Steel,0.3,3.3,3,Iron Barbs,Lightning Rod,Sturdy,435.0,65.0,98.0,63.0,40.0,73.0,96.0,180.0,70.0,152.0,Medium Fast,2,Fairy,Field,50.0,10.0,0.5,2.0,1.0,0.5,0.5,0.5,2.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5
905,778,Mimikyu,7,Normal,Disguise Pokémon,2,Ghost,Fairy,0.2,0.7,1,Disguise,,,476.0,55.0,90.0,80.0,50.0,105.0,96.0,45.0,70.0,167.0,Medium Fast,1,Amorphous,,50.0,20.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.25,1.0,2.0,0.0,1.0,2.0,1.0
906,779,Bruxish,7,Normal,Gnash Teeth Pokémon,2,Water,Psychic,0.9,19.0,3,Dazzling,Strong Jaw,Wonder Skin,475.0,68.0,105.0,70.0,70.0,70.0,92.0,80.0,70.0,166.0,Medium Fast,1,Water 2,,50.0,15.0,1.0,0.5,0.5,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,1.0
907,780,Drampa,7,Normal,Placid Pokémon,2,Normal,Dragon,3.0,185.0,3,Berserk,Sap Sipper,Cloud Nine,485.0,78.0,60.0,85.0,135.0,91.0,36.0,70.0,70.0,170.0,Medium Fast,2,Dragon,Monster,50.0,20.0,1.0,0.5,0.5,0.5,0.5,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0
908,781,Dhelmise,7,Normal,Sea Creeper Pokémon,2,Ghost,Grass,3.9,210.0,1,Steelworker,,,517.0,70.0,131.0,100.0,86.0,90.0,40.0,25.0,70.0,181.0,Medium Fast,1,Mineral,,55.00315656565657,25.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
909,782,Jangmo-o,7,Normal,Scaly Pokémon,1,Dragon,,0.6,29.7,3,Bulletproof,Soundproof,Overcoat,300.0,45.0,55.0,65.0,45.0,45.0,45.0,45.0,70.0,60.0,Slow,1,Dragon,,50.0,40.0,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
910,783,Hakamo-o,7,Normal,Scaly Pokémon,2,Dragon,Fighting,1.2,47.0,3,Bulletproof,Soundproof,Overcoat,420.0,55.0,75.0,90.0,65.0,70.0,65.0,45.0,70.0,147.0,Slow,1,Dragon,,50.0,40.0,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,2.0,0.5,1.0,4.0
911,784,Kommo-o,7,Normal,Scaly Pokémon,2,Dragon,Fighting,1.6,78.2,3,Bulletproof,Soundproof,Overcoat,600.0,75.0,110.0,125.0,100.0,105.0,85.0,45.0,70.0,270.0,Slow,1,Dragon,,50.0,40.0,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,2.0,0.5,1.0,4.0
912,785,Tapu Koko,7,Sub Legendary,Land Spirit Pokémon,2,Electric,Fairy,1.8,20.5,2,Electric Surge,,Telepathy,570.0,70.0,115.0,85.0,95.0,75.0,130.0,3.0,70.0,257.0,Slow,1,Undiscovered,,55.00315656565657,15.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,2.0,0.5,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0
913,786,Tapu Lele,7,Sub Legendary,Land Spirit Pokémon,2,Psychic,Fairy,1.2,18.6,2,Psychic Surge,,Telepathy,570.0,70.0,85.0,75.0,130.0,115.0,95.0,3.0,70.0,257.0,Slow,1,Undiscovered,,55.00315656565657,15.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0
914,787,Tapu Bulu,7,Sub Legendary,Land Spirit Pokémon,2,Grass,Fairy,1.9,45.5,2,Grassy Surge,,Telepathy,570.0,70.0,130.0,115.0,85.0,95.0,75.0,3.0,70.0,257.0,Slow,1,Undiscovered,,55.00315656565657,15.0,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0
915,788,Tapu Fini,7,Sub Legendary,Land Spirit Pokémon,2,Water,Fairy,1.3,21.2,2,Misty Surge,,Telepathy,570.0,70.0,75.0,115.0,95.0,130.0,85.0,3.0,70.0,257.0,Slow,1,Undiscovered,,55.00315656565657,15.0,1.0,0.5,0.5,2.0,2.0,0.5,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0
916,789,Cosmog,7,Legendary,Nebula Pokémon,1,Psychic,,0.2,0.1,1,Unaware,,,200.0,43.0,29.0,31.0,29.0,31.0,37.0,45.0,0.0,40.0,Slow,1,Undiscovered,,55.00315656565657,120.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
917,790,Cosmoem,7,Legendary,Protostar Pokémon,1,Psychic,,0.1,999.9,1,Sturdy,,,400.0,43.0,29.0,131.0,29.0,131.0,37.0,45.0,0.0,140.0,Slow,1,Undiscovered,,55.00315656565657,120.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
918,791,Solgaleo,7,Legendary,Sunne Pokémon,2,Psychic,Steel,3.4,230.0,1,Full Metal Body,,,680.0,137.0,137.0,107.0,113.0,89.0,97.0,45.0,0.0,306.0,Slow,1,Undiscovered,,55.00315656565657,120.0,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5
919,792,Lunala,7,Legendary,Moone Pokémon,2,Psychic,Ghost,4.0,120.0,1,Shadow Shield,,,680.0,137.0,113.0,89.0,137.0,107.0,97.0,45.0,0.0,306.0,Slow,1,Undiscovered,,55.00315656565657,120.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.5,1.0,1.0,4.0,1.0,4.0,1.0,1.0
920,793,Nihilego,7,Sub Legendary,Parasite Pokémon,2,Rock,Poison,1.2,55.5,1,Beast Boost,,,570.0,109.0,53.0,47.0,127.0,131.0,103.0,45.0,0.0,257.0,Slow,1,Undiscovered,,55.00315656565657,120.0,0.5,0.5,2.0,1.0,1.0,1.0,1.0,0.25,4.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5
921,794,Buzzwole,7,Sub Legendary,Swollen Pokémon,2,Bug,Fighting,2.4,333.6,1,Beast Boost,,,570.0,107.0,139.0,139.0,53.0,53.0,79.0,45.0,0.0,257.0,Slow,1,Undiscovered,,55.00315656565657,120.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,4.0,2.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0
922,795,Pheromosa,7,Sub Legendary,Lissome Pokémon,2,Bug,Fighting,1.8,25.0,1,Beast Boost,,,570.0,71.0,137.0,37.0,137.0,37.0,151.0,45.0,0.0,257.0,Slow,1,Undiscovered,,55.00315656565657,120.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,4.0,2.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0
923,796,Xurkitree,7,Sub Legendary,Glowing Pokémon,1,Electric,,3.8,100.0,1,Beast Boost,,,570.0,83.0,89.0,71.0,173.0,71.0,83.0,45.0,0.0,257.0,Slow,1,Undiscovered,,55.00315656565657,120.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
924,797,Celesteela,7,Sub Legendary,Launch Pokémon,2,Steel,Flying,9.2,999.9,1,Beast Boost,,,570.0,97.0,101.0,103.0,107.0,101.0,61.0,45.0,0.0,257.0,Slow,1,Undiscovered,,55.00315656565657,120.0,0.5,2.0,1.0,2.0,0.25,1.0,1.0,0.0,0.0,0.5,0.5,0.25,1.0,1.0,0.5,1.0,0.5,0.5
925,798,Kartana,7,Sub Legendary,Drawn Sword Pokémon,2,Grass,Steel,0.3,0.1,1,Beast Boost,,,570.0,59.0,181.0,131.0,59.0,31.0,109.0,45.0,0.0,257.0,Slow,1,Undiscovered,,55.00315656565657,120.0,0.5,4.0,0.5,0.5,0.25,1.0,2.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.5,0.5
926,799,Guzzlord,7,Sub Legendary,Junkivore Pokémon,2,Dark,Dragon,5.5,888.0,1,Beast Boost,,,570.0,223.0,101.0,53.0,97.0,53.0,43.0,45.0,0.0,257.0,Slow,1,Undiscovered,,55.00315656565657,120.0,1.0,0.5,0.5,0.5,0.5,2.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,2.0,0.5,1.0,4.0
927,800,Necrozma,7,Legendary,Prism Pokémon,1,Psychic,,2.4,230.0,1,Prism Armor,,,600.0,97.0,107.0,101.0,127.0,89.0,79.0,255.0,0.0,270.0,Slow,1,Undiscovered,,55.00315656565657,120.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.5,1.0,1.5,1.0,1.5,1.0,1.0
928,800,Dusk Mane Necrozma,7,Legendary,Prism Pokémon,2,Psychic,Steel,3.8,460.0,1,Prism Armor,,,680.0,97.0,157.0,127.0,113.0,109.0,77.0,3.0,0.0,306.0,Slow,1,Undiscovered,,55.00315656565657,120.0,0.5,1.5,1.0,1.0,0.5,0.5,1.0,0.0,1.5,0.5,0.25,1.0,0.5,1.5,0.5,1.5,0.5,0.5
929,800,Dawn Wings Necrozma,7,Legendary,Prism Pokémon,2,Psychic,Ghost,4.2,350.0,1,Prism Armor,,,680.0,97.0,113.0,109.0,157.0,127.0,77.0,3.0,0.0,306.0,Slow,1,Undiscovered,,55.00315656565657,120.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.5,1.0,1.0,3.0,1.0,3.0,1.0,1.0
930,800,Ultra Necrozma,7,Legendary,Prism Pokémon,2,Psychic,Dragon,7.5,230.0,1,Neuroforce,,,754.0,97.0,167.0,97.0,167.0,97.0,129.0,3.0,0.0,339.0,Slow,1,Undiscovered,,55.00315656565657,120.0,1.0,0.5,0.5,0.5,0.5,2.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,2.0,2.0,1.0,2.0
931,801,Magearna,7,Mythical,Artificial Pokémon,2,Steel,Fairy,1.0,80.5,1,Soul-Heart,,,600.0,80.0,95.0,115.0,130.0,115.0,65.0,3.0,0.0,270.0,Slow,1,Undiscovered,,55.00315656565657,120.0,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.5,0.25,0.5,1.0,0.0,0.5,1.0,0.5
932,802,Marshadow,7,Mythical,Gloomdweller Pokémon,2,Fighting,Ghost,0.7,22.2,1,Technician,,,600.0,90.0,125.0,80.0,90.0,90.0,125.0,3.0,0.0,270.0,Slow,1,Undiscovered,,55.00315656565657,120.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,2.0,2.0,0.25,0.5,2.0,1.0,1.0,1.0,2.0
933,803,Poipole,7,Sub Legendary,Poison Pin Pokémon,1,Poison,,0.6,1.8,1,Beast Boost,,,420.0,67.0,73.0,67.0,73.0,67.0,73.0,45.0,0.0,189.0,Slow,1,Undiscovered,,55.00315656565657,120.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
934,804,Naganadel,7,Sub Legendary,Poison Pin Pokémon,2,Poison,Dragon,3.6,150.0,1,Beast Boost,,,540.0,73.0,73.0,73.0,127.0,73.0,121.0,45.0,0.0,243.0,Slow,1,Undiscovered,,55.00315656565657,120.0,1.0,0.5,0.5,0.5,0.25,2.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0
935,805,Stakataka,7,Sub Legendary,Rampart Pokémon,2,Rock,Steel,5.5,820.0,1,Beast Boost,,,570.0,61.0,131.0,211.0,53.0,101.0,13.0,30.0,0.0,257.0,Slow,1,Undiscovered,,55.00315656565657,120.0,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5
936,806,Blacephalon,7,Sub Legendary,Fireworks Pokémon,2,Fire,Ghost,1.8,13.0,1,Beast Boost,,,570.0,53.0,127.0,53.0,151.0,79.0,107.0,30.0,0.0,257.0,Slow,1,Undiscovered,,55.00315656565657,120.0,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5
937,807,Zeraora,7,Mythical,Thunderclap Pokémon,1,Electric,,1.5,44.5,1,Volt Absorb,,,600.0,88.0,112.0,75.0,102.0,80.0,143.0,3.0,0.0,270.0,Slow,1,Undiscovered,,55.00315656565657,120.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
938,808,Meltan,7,Mythical,Hex Nut Pokémon,1,Steel,,0.2,8.0,1,Magnet Pull,,,300.0,46.0,65.0,65.0,55.0,35.0,34.0,93.17207792207792,64.1396103896104,153.81493506493507,Slow,1,Undiscovered,,55.00315656565657,120.0,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5
939,809,Melmetal,7,Mythical,Hex Nut Pokémon,1,Steel,,2.5,800.0,1,Iron Fist,,,600.0,135.0,143.0,143.0,80.0,65.0,34.0,93.17207792207792,64.1396103896104,153.81493506493507,Slow,1,Undiscovered,,55.00315656565657,120.0,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5
940,810,Grookey,8,Normal,Chimp Pokémon,1,Grass,,0.3,5.0,2,Overgrow,,Grassy Surge,310.0,50.0,65.0,50.0,40.0,40.0,65.0,93.17207792207792,64.1396103896104,153.81493506493507,Medium Slow,2,Field,Grass,55.00315656565657,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
941,811,Thwackey,8,Normal,Beat Pokémon,1,Grass,,0.7,14.0,2,Overgrow,,Grassy Surge,420.0,70.0,85.0,70.0,55.0,60.0,80.0,93.17207792207792,64.1396103896104,153.81493506493507,Medium Slow,2,Field,Grass,55.00315656565657,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
942,812,Rillaboom,8,Normal,Drummer Pokémon,1,Grass,,2.1,90.0,2,Overgrow,,Grassy Surge,530.0,100.0,125.0,90.0,60.0,70.0,85.0,93.17207792207792,64.1396103896104,153.81493506493507,Medium Slow,2,Field,Grass,55.00315656565657,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
943,813,Scorbunny,8,Normal,Rabbit Pokémon,1,Fire,,0.3,4.5,2,Blaze,,Libero,310.0,50.0,71.0,40.0,40.0,40.0,69.0,93.17207792207792,64.1396103896104,153.81493506493507,Medium Slow,2,Field,Human-Like,55.00315656565657,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
944,814,Raboot,8,Normal,Rabbit Pokémon,1,Fire,,0.6,9.0,2,Blaze,,Libero,420.0,65.0,86.0,60.0,55.0,60.0,94.0,93.17207792207792,64.1396103896104,153.81493506493507,Medium Slow,2,Field,Human-Like,55.00315656565657,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
945,815,Cinderace,8,Normal,Striker Pokémon,1,Fire,,1.4,33.0,2,Blaze,,Libero,530.0,80.0,116.0,75.0,65.0,75.0,119.0,93.17207792207792,64.1396103896104,153.81493506493507,Medium Slow,2,Field,Human-Like,55.00315656565657,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
946,816,Sobble,8,Normal,Water Lizard Pokémon,1,Water,,0.3,4.0,2,Torrent,,Sniper,310.0,50.0,40.0,40.0,70.0,40.0,70.0,93.17207792207792,64.1396103896104,153.81493506493507,Medium Slow,2,Field,Water 1,55.00315656565657,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
947,817,Drizzile,8,Normal,Water lizard Pokémon,1,Water,,0.7,11.5,2,Torrent,,Sniper,420.0,65.0,60.0,55.0,95.0,55.0,90.0,93.17207792207792,64.1396103896104,153.81493506493507,Medium Slow,2,Field,Water 1,55.00315656565657,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
948,818,Inteleon,8,Normal,Secret Agent Pokémon,1,Water,,1.9,45.2,2,Torrent,,Sniper,530.0,70.0,85.0,65.0,125.0,65.0,120.0,93.17207792207792,64.1396103896104,153.81493506493507,Medium Slow,2,Field,Water 1,55.00315656565657,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
949,819,Skwovet,8,Normal,Cheeky Pokémon,1,Normal,,0.3,2.5,2,Cheek Pouch,,Gluttony,275.0,70.0,55.0,55.0,35.0,35.0,25.0,93.17207792207792,64.1396103896104,153.81493506493507,Medium Fast,1,Field,,55.00315656565657,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
950,820,Greedent,8,Normal,Greedy Pokémon,1,Normal,,0.6,6.0,2,Cheek Pouch,,Gluttony,460.0,120.0,95.0,95.0,55.0,75.0,20.0,93.17207792207792,64.1396103896104,153.81493506493507,Medium Fast,1,Field,,55.00315656565657,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
951,821,Rookidee,8,Normal,Tiny Bird Pokémon,1,Flying,,0.2,1.8,3,Keen Eye,Unnerve,Big Pecks,245.0,38.0,47.0,35.0,33.0,35.0,57.0,93.17207792207792,64.1396103896104,153.81493506493507,Medium Slow,1,Flying,,55.00315656565657,15.0,1.0,1.0,1.0,2.0,0.5,2.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0
952,822,Corvisquire,8,Normal,Raven Pokémon,1,Flying,,0.8,16.0,3,Keen Eye,Unnerve,Big Pecks,365.0,68.0,67.0,55.0,43.0,55.0,77.0,93.17207792207792,64.1396103896104,153.81493506493507,Medium Slow,1,Flying,,55.00315656565657,15.0,1.0,1.0,1.0,2.0,0.5,2.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0
